host_id,host_name,host_since_year,host_since_anniversary,Customer Since,Age in years,id,neighbourhood_cleansed,city,city_translated,state,state_translated,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,customers @ 50% review rate,"Daily Rev per 2 guests, unless limited to 1",Min Nights,Total Rev,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,zipcode_prefix,zipcode_dummy,Zipcode_mapped_values
179958,Karen,2010,7/25,7/25/10,6.97,41321,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36249426,4.87266318,Apartment,Entire home/apt,2,1,1,2,Real Bed,85,2,0,3,278,85,255,"70,890",within a few hours,1,139,92,9,9,10,10,10,9,1054,30,West
184354,Emiel,2010,7/29,7/29/10,6.96,42161,Watergraafsmeer,Amsterdam,Amsterdam,North Holland,North Holland,1098,Netherlands,52.35687489,4.946206583,Apartment,Entire home/apt,2,1,1,2,Real Bed,129,1,0,2,6,129,258,"1,548",within a few hours,0.94,3,93,10,8,10,10,8,9,1098,67,East
186729,Shawna,2010,7/31,7/31/10,6.96,82482,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.37025973,4.880030195,Apartment,Private room,4,1,1,1,Real Bed,85,2,15,1,594,85,85,"50,490",within a day,1,297,89,9,8,9,9,10,9,1016,9,City Center
187417,Bo And Cynthia,2010,8/1,8/1/10,6.95,42908,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1078 GK,Netherlands,52.34733353,4.88943128,Apartment,Entire home/apt,2,1,1,2,Real Bed,125,2,0,2,16,125,250,"4,000",within a day,0.94,8,100,10,9,10,10,8,10,1078,53,South
187580,Monique,2010,8/1,8/1/10,6.95,42970,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012,Netherlands,52.3696163,4.888086949,Bed & Breakfast,Entire home/apt,2,1,1,1,Real Bed,139,1,0,2,430,139,278,"119,540",within an hour,1,215,97,10,10,10,10,10,9,1012,5,City Center
187580,Monique,2010,8/1,8/1/10,6.95,253650,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012 VS,Netherlands,52.36775166,4.889815058,Bed & Breakfast,Entire home/apt,2,1,1,1,Real Bed,139,1,0,2,240,139,278,"66,720",within an hour,1,120,97,10,10,10,10,10,9,1012,5,City Center
187580,Monique,2010,8/1,8/1/10,6.95,568110,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012,Netherlands,52.36786098,4.887054786,Apartment,Entire home/apt,2,1,1,1,Real Bed,195,1,0,4,26,195,780,"20,280",within an hour,1,13,94,9,10,9,10,10,9,1012,5,City Center
187728,Tanya,2010,8/1,8/1/10,6.95,634772,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1015,Netherlands,52.38122515,4.883545849,House,Entire home/apt,4,1.5,1,1,Real Bed,170,2,25,2,2,170,340,680,within a few hours,0.95,1,100,10,10,10,10,10,10,1015,8,City Center
187728,Tanya,2010,8/1,8/1/10,6.95,44129,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015 JJ,Netherlands,52.38071123,4.886104318,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,200,2,0,1,272,200,200,"54,400",within a few hours,0.95,136,98,10,10,10,10,10,9,1015,8,City Center
187728,Tanya,2010,8/1,8/1/10,6.95,2517619,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017HH,Netherlands,52.36286316,4.89312871,Apartment,Entire home/apt,2,1.5,0,1,Pull-out Sofa,120,1,0,3,34,120,360,"12,240",within a few hours,0.95,17,96,10,10,10,10,10,9,1017,10,City Center
187861,Lourent,2010,8/1,8/1/10,6.95,43054,Watergraafsmeer,Amsterdam,Amsterdam,North Holland,North Holland,1098,Netherlands,52.34988724,4.935026784,Apartment,Private room,2,2,1,2,Real Bed,74,1,0,1,60,74,74,"4,440",within a few hours,0.92,30,84,9,8,9,10,9,9,1098,67,East
191384,Pasquale,2010,8/4,8/4/10,6.94,939349,Buitenveldert - Zuidas,Amsterdam,Amsterdam,North Holland,North Holland,1083 GP,Netherlands,52.3327144,4.888826655,Apartment,Private room,2,1.5,1,1,Real Bed,75,1,15,1,4,90,90,360,within a few hours,1,2,90,9,9,9,9,9,9,1083,57,East
191980,Koos And Sandra,2010,8/5,8/5/10,6.94,282108,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.38166034,4.885651442,Boat,Entire home/apt,2,1,1,1,Real Bed,129,1,0,3,152,129,387,"58,824",within a few hours,1,76,100,10,10,10,10,10,10,1013,6,City Center
193021,Hannah,2010,8/6,8/6/10,6.94,1491339,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051 HM,Netherlands,52.38279036,4.868501202,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,2,0,3,6,120,360,"2,160",N/A,N/A,3,93,9,10,9,9,9,9,1051,27,West
193227,Emily,2010,8/6,8/6/10,6.94,2394430,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1015 XS,Netherlands,52.38011714,4.878806977,Boat,Entire home/apt,4,1,1,2,Real Bed,200,1,0,5,8,200,"1,000","8,000",N/A,N/A,4,97,10,10,10,10,9,10,1015,8,City Center
195126,Babette,2010,8/8,8/8/10,6.93,1913383,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017,Netherlands,52.36645461,4.895914227,Apartment,Entire home/apt,2,1,1,1,Real Bed,185,1,0,1,8,185,185,"1,480",within a day,0.76,4,90,10,9,10,10,10,8,1017,10,City Center
197355,Pieter-Bas & Sophie,2010,8/10,8/10/10,6.93,44805,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1095 ER,Netherlands,52.36089543,4.94636722,Apartment,Private room,3,1,1,2,Real Bed,85,2,38,3,206,85,255,"52,530",within a few hours,0.9,103,90,9,8,9,9,8,9,1095,64,East
198036,Rebeca,2010,8/11,8/11/10,6.93,5421998,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1013 BX,Netherlands,52.38761897,4.891701151,Apartment,Entire home/apt,3,1.5,2,2,Real Bed,145,3,20,1,4,145,145,580,within a few hours,0.9,2,90,10,9,10,10,9,9,1013,6,City Center
199266,Anne,2010,8/12,8/12/10,6.92,45125,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1011,Netherlands,52.37402563,4.903188547,Apartment,Entire home/apt,2,1,1,2,Real Bed,135,1,0,3,114,135,405,"46,170",within a day,1,57,98,10,10,10,10,10,9,1011,4,City Center
200188,George,2010,8/13,8/13/10,6.92,45246,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1015 SV,Netherlands,52.3776764,4.876178649,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,2,20,3,124,140,420,"52,080",within a few hours,0.86,62,92,9,9,10,10,10,9,1015,8,City Center
202005,Annemarie,2010,8/15,8/15/10,6.91,5150374,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,Noord-Holland,North Holland,1074 XA,Netherlands,52.3535154,4.90319303,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,1,0,1,8,90,90,720,within a day,1,4,85,10,9,9,10,10,9,1074,49,South
202748,Wouter,2010,8/16,8/16/10,6.91,45618,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.38891827,4.886309184,Apartment,Entire home/apt,4,1,2,3,Real Bed,105,2,15,4,146,105,420,"61,320",within a day,1,73,95,9,9,10,10,9,9,1013,6,City Center
203202,Sakshin;,2010,8/16,8/16/10,6.91,45704,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1057,Netherlands,52.36928294,4.853327924,Bed & Breakfast,Private room,2,1,1,1,Real Bed,67,2,25,3,286,67,201,"57,486",within an hour,0.98,143,88,9,9,9,9,8,9,1057,33,West
203202,Sakshin;,2010,8/16,8/16/10,6.91,983021,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1057,Netherlands,52.37018233,4.854696051,Apartment,Private room,2,1,1,1,Real Bed,57,2,25,3,64,57,171,"10,944",within an hour,0.98,32,85,9,9,9,9,8,8,1057,33,West
203202,Sakshin;,2010,8/16,8/16/10,6.91,155050,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1057,Netherlands,52.36967121,4.854431827,Bed & Breakfast,Private room,2,1,1,1,Airbed,57,2,25,3,226,57,171,"38,646",within an hour,0.98,113,88,9,9,9,9,8,9,1057,33,West
229241,Dirk,2010,9/9,9/9/10,6.85,2079528,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1056,Netherlands,52.37194896,4.863100523,Apartment,Entire home/apt,6,1,3,4,Real Bed,175,4,50,2,36,175,350,"12,600",within an hour,1,18,99,9,9,10,10,9,9,1056,32,West
210082,Lisa,2010,8/23,8/23/10,6.89,4563750,Zuid,Amsterdam,Amsterdam,Noord-Holland,North Holland,1071,Netherlands,52.35265264,4.884013599,Apartment,Entire home/apt,4,1,1,1,Real Bed,160,2,10,3,2,160,480,960,within a day,0.64,1,100,10,10,10,10,10,10,1071,46,South
211696,Ivar,2010,8/24,8/24/10,6.89,47061,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053 LZ,Netherlands,52.3679861,4.874469332,Apartment,Entire home/apt,3,1,2,2,Real Bed,100,2,25,5,216,100,500,"108,000",within an hour,1,108,96,9,9,10,10,10,9,1053,29,West
213960,Riek,2010,8/26,8/26/10,6.88,792104,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017,Netherlands,52.36256017,4.883353361,Apartment,Entire home/apt,8,1,1,8,Real Bed,280,4,30,3,70,280,840,"58,800",within an hour,1,35,89,8,9,10,10,10,9,1017,10,City Center
219080,Franklin,2010,8/31,8/31/10,6.87,48076,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.3786461,4.894416994,Apartment,Entire home/apt,6,2,3,5,Real Bed,260,4,30,4,48,260,"1,040","49,920",within a day,0.83,24,97,9,9,10,10,10,9,1013,6,City Center
219460,Jay,2010,9/1,9/1/10,6.87,48149,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073,Netherlands,52.35199984,4.898420116,Apartment,Entire home/apt,2,1,1,1,Real Bed,107,2,23,2,210,107,214,"44,940",within an hour,1,105,94,10,9,10,10,10,9,1073,48,South
225987,Joanna & MP,2010,9/6,9/6/10,6.85,49552,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013 EE,Netherlands,52.37924624,4.890226934,Apartment,Entire home/apt,8,2,3,8,Real Bed,300,6,40,1,306,300,300,"91,800",within an hour,1,153,97,10,10,10,10,10,9,1013,6,City Center
226808,Johnny & Caroline,2010,9/7,9/7/10,6.85,261902,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1092,Netherlands,52.35605073,4.919385692,Apartment,Entire home/apt,4,2,2,2,Real Bed,140,2,20,5,42,140,700,"29,400",within a day,1,21,97,9,10,10,10,9,10,1092,61,East
227530,Klaas,2010,9/7,9/7/10,6.85,49790,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054 ZW,Netherlands,52.36266379,4.86103174,Boat,Entire home/apt,3,1,2,2,Real Bed,199,2,40,2,140,199,398,"55,720",within a few hours,1,70,99,10,10,10,10,10,10,1054,30,West
227941,Sasha,2010,9/8,9/8/10,6.85,166520,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1093,Netherlands,52.35966774,4.926502619,Apartment,Entire home/apt,4,1,1,1,Real Bed,145,2,25,2,90,145,290,"26,100",within an hour,0.96,45,97,10,9,10,10,9,10,1093,62,East
229174,Sabine,2010,9/9,9/9/10,6.85,190527,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072,Netherlands,52.35285392,4.890675817,Apartment,Entire home/apt,2,1,1,1,Real Bed,67,2,50,2,36,67,134,"4,824",within a day,0.7,18,96,10,9,9,10,10,9,1072,47,South
230246,Daan,2010,9/10,9/10/10,6.84,50263,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1018,Netherlands,52.37137385,4.93305021,Apartment,Entire home/apt,4,1.5,2,4,Real Bed,165,2,35,2,222,165,330,"73,260",within a day,0.7,111,98,10,10,10,10,9,10,1018,11,City Center
231946,Raymond,2010,9/12,9/12/10,6.84,50523,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.36932043,4.882581591,Bed & Breakfast,Private room,2,1,1,2,Real Bed,100,1,0,2,52,100,200,"10,400",within an hour,1,26,98,10,10,10,10,10,10,1016,9,City Center
232321,Evert,2010,9/12,9/12/10,6.84,50570,Bos en Lommer,Amsterdam,Amsterdam,Amsterdam,North Holland,1055SC,Netherlands,52.37773744,4.848911991,Apartment,Entire home/apt,4,1,1,5,Real Bed,79,2,30,3,154,79,237,"36,498",within an hour,0.96,77,93,9,9,10,10,8,9,1055,31,West
237840,Sjoerd,2010,9/17,9/17/10,6.82,51667,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053,Netherlands,52.36881804,4.868602042,Apartment,Entire home/apt,3,1,1,2,Real Bed,105,2,45,5,152,105,525,"79,800",within a few hours,1,76,96,10,10,10,10,10,9,1053,29,West
237840,Sjoerd,2010,9/17,9/17/10,6.82,2899247,Watergraafsmeer,Amsterdam,Amsterdam,Noord-Holland,North Holland,1098 TJ,Netherlands,52.35014382,4.940797823,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,2,30,4,6,85,340,"2,040",within a few hours,1,3,100,10,9,10,10,9,10,1098,67,East
240194,Alexander,2010,9/20,9/20/10,6.82,97390,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1072,Netherlands,52.35460169,4.886294797,Apartment,Entire home/apt,7,1,3,4,Pull-out Sofa,189,2,20,1,42,189,189,"7,938",within a few hours,0.97,21,84,7,9,9,9,9,8,1072,47,South
240194,Alexander,2010,9/20,9/20/10,6.82,52038,Zuid,De Pijp,De Pijp,North Holland,North Holland,1072,Netherlands,52.35479546,4.88607129,Apartment,Entire home/apt,5,1,2,3,Pull-out Sofa,140,2,20,2,10,140,280,"2,800",within a few hours,1,5,86,8,9,9,9,10,8,1072,47,South
240194,Alexander,2010,9/20,9/20/10,6.82,54237,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072 VP,Netherlands,52.35462259,4.886924286,Apartment,Private room,3,1,1,2,Pull-out Sofa,99,1,15,1,4,114,114,456,within a few hours,0.97,2,90,9,10,10,10,10,9,1072,47,South
240194,Alexander,2010,9/20,9/20/10,6.82,93807,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1072,Netherlands,52.35456773,4.886409527,Apartment,Shared room,2,1,1,1,Pull-out Sofa,69,1,10,2,4,79,158,632,within a few hours,0.97,2,100,7,8,7,8,9,8,1072,47,South
243018,Paul,2010,9/23,9/23/10,6.81,4445005,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015 LP,Netherlands,52.37926667,4.880932261,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,2,14,100,200,"2,800",within a few hours,1,7,100,10,10,10,10,10,10,1015,8,City Center
244255,Amar,2010,9/24,9/24/10,6.8,52833,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051 GL,Netherlands,52.39635179,4.865418481,Apartment,Entire home/apt,4,1,1,2,Futon,74,2,17,1,172,74,74,"12,728",within an hour,1,86,82,7,8,9,9,9,8,1051,27,West
246338,Paul,2010,9/27,9/27/10,6.8,193088,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.38880471,4.884462142,Apartment,Entire home/apt,5,1,2,4,Real Bed,60,1,20,1,132,80,80,"10,560",within a few hours,1,66,89,9,9,10,10,9,9,1013,6,City Center
246493,Dotti,2010,9/27,9/27/10,6.8,53692,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073,Netherlands,52.35348316,4.900490172,Apartment,Private room,4,1,1,4,Real Bed,72,2,20,2,168,72,144,"24,192",within a few hours,0.98,84,90,9,9,9,9,9,9,1073,48,South
246493,Dotti,2010,9/27,9/27/10,6.8,53067,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073,Netherlands,52.35339267,4.900637643,Apartment,Entire home/apt,2,1,1,2,Real Bed,79,2,15,2,198,79,158,"31,284",within a few hours,0.98,99,93,9,9,9,9,10,9,1073,48,South
246493,Dotti,2010,9/27,9/27/10,6.8,53693,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073,Netherlands,52.35441393,4.900071016,House,Entire home/apt,2,1,1,1,Real Bed,79,2,0,2,232,79,158,"36,656",within a few hours,0.98,116,93,9,9,10,10,10,9,1073,48,South
247625,Nicky,2010,9/28,9/28/10,6.79,53233,IJburg - Zeeburgereiland,Amsterdam,Amsterdam,North Holland,North Holland,1086 ZM,Netherlands,52.35846293,4.98254256,House,Entire home/apt,4,1,2,2,Real Bed,160,2,45,2,6,160,320,"1,920",a few days or more,0.42,3,100,10,9,10,10,9,10,1086,58,East
247822,Georg,2010,9/28,9/28/10,6.79,53671,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1013 NN,Netherlands,52.38905337,4.885588535,Apartment,Private room,2,1,1,1,Real Bed,75,1,0,2,238,75,150,"35,700",within an hour,1,119,93,9,9,10,10,9,9,1013,6,City Center
249794,Marieke,2010,9/30,9/30/10,6.79,107195,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1018,Netherlands,52.37007447,4.919603854,Apartment,Entire home/apt,4,1,1,2,Real Bed,110,2,30,4,36,110,440,"15,840",within a day,0.75,18,92,9,9,10,10,9,9,1018,11,City Center
249835,Alexandra,2010,9/30,9/30/10,6.79,912209,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1019 HK,Netherlands,52.36983165,4.940509178,Apartment,Entire home/apt,4,1,1,2,Real Bed,85,2,15,3,2,85,255,510,within a day,0.65,1,80,8,10,8,8,6,8,1019,12,City Center
259495,Marcel,2010,10/12,10/12/10,6.76,4851638,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1015 JG,Netherlands,52.37972229,4.881589385,House,Entire home/apt,2,1,1,1,Real Bed,90,2,25,1,4,90,90,360,within an hour,1,2,100,9,10,10,9,10,9,1015,8,City Center
260785,Lotte,2010,10/13,10/13/10,6.75,55256,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1011,Netherlands,52.37083689,4.903341145,Apartment,Private room,2,1,1,1,Pull-out Sofa,70,1,17,2,60,87,174,"10,440",within an hour,1,30,95,9,9,10,10,10,9,1011,4,City Center
262799,Niels,2010,10/15,10/15/10,6.75,3255105,IJburg - Zeeburgereiland,Amsterdam,Amsterdam,North Holland,North Holland,1087,Netherlands,52.3541103,5.001478323,House,Entire home/apt,8,2,4,5,Real Bed,190,5,35,4,14,190,760,"10,640",within a few hours,1,7,91,9,9,10,10,9,9,1087,59,East
262846,Walther,2010,10/15,10/15/10,6.75,55621,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073,Netherlands,52.35385915,4.897720521,Apartment,Entire home/apt,4,1,2,4,Real Bed,150,1,0,6,18,150,900,"16,200",within a day,0.67,9,98,10,9,10,10,9,9,1073,48,South
263146,Renec,2010,10/16,10/16/10,6.74,59948,Osdorp,Amsterdam,Amsterdam,North Holland,North Holland,1068,Netherlands,52.36316533,4.809029364,Apartment,Entire home/apt,2,1,1,1,Real Bed,89,1,0,1,94,89,89,"8,366",within a few hours,0.9,47,95,9,9,10,10,9,9,1068,44,West
263233,Jan Willem,2010,10/16,10/16/10,6.74,55709,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1017 ZJ,Netherlands,52.35700378,4.898811389,Apartment,Entire home/apt,3,1,1,1,Real Bed,119,2,35,4,76,119,476,"36,176",within an hour,1,38,99,10,10,10,10,10,10,1017,10,City Center
263844,Carlos & Claudia,2010,10/17,10/17/10,6.74,55807,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1057,Netherlands,52.36965708,4.862025427,Apartment,Private room,2,1,1,1,Real Bed,60,1,0,2,146,60,120,"17,520",within a few hours,0.9,73,97,10,10,10,10,9,9,1057,33,West
263888,Frank,2010,10/17,10/17/10,6.74,5313835,Bos en Lommer,Amsterdam,Amsterdam,Noord-Holland,North Holland,1056xb,Netherlands,52.37643838,4.861924704,Apartment,Entire home/apt,4,1,2,2,Real Bed,125,2,30,2,4,125,250,"1,000",within an hour,1,2,100,10,10,9,10,10,10,1056,32,West
264178,Cornelie,2010,10/17,10/17/10,6.74,55868,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1071 DN,Netherlands,52.35668198,4.885664547,Apartment,Entire home/apt,4,1.5,2,4,Real Bed,99,2,20,2,114,99,198,"22,572",within an hour,1,57,97,10,10,10,10,10,10,1071,46,South
264660,Rene,2010,10/18,10/18/10,6.74,1194098,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013 KH,Netherlands,52.38528295,4.88368852,Apartment,Entire home/apt,4,1,2,3,Real Bed,140,4,35,3,34,140,420,"14,280",within an hour,1,17,99,10,10,10,10,10,9,1013,6,City Center
264690,Johan,2010,10/18,10/18/10,6.74,260476,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017,Netherlands,52.36497519,4.886080252,Bed & Breakfast,Entire home/apt,3,1,1,3,Real Bed,120,2,25,3,24,120,360,"8,640",within a few hours,1,12,96,9,9,9,9,10,9,1017,10,City Center
264690,Johan,2010,10/18,10/18/10,6.74,260362,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017,Netherlands,52.36454921,4.884224763,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,2,0,3,8,150,450,"3,600",within a few hours,1,4,100,10,10,10,10,10,10,1017,10,City Center
264963,Ramzi,2010,10/18,10/18/10,6.74,55985,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1053 DC,Netherlands,52.3697076,4.875863052,Apartment,Entire home/apt,2,1,1,2,Real Bed,85,2,30,3,218,85,255,"55,590",within an hour,1,109,85,9,9,9,9,9,8,1053,29,West
266155,Bo,2010,10/19,10/19/10,6.74,1126416,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1071,Netherlands,52.35286356,4.868860681,Apartment,Entire home/apt,4,1,2,2,Real Bed,275,1,0,3,12,275,825,"9,900",within a day,0.8,6,100,9,10,10,10,10,10,1071,46,South
266602,Tabitha,2010,10/20,10/20/10,6.73,211690,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015,Netherlands,52.37370833,4.877785248,Apartment,Entire home/apt,2,1,1,1,Real Bed,129,1,0,5,30,129,645,"19,350",within a day,1,15,98,10,10,10,10,10,9,1015,8,City Center
273329,Bart,2010,10/28,10/28/10,6.71,57408,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1094,Netherlands,52.36159079,4.935714957,Apartment,Entire home/apt,4,1,2,2,Real Bed,85,2,10,2,426,85,170,"72,420",within an hour,1,213,97,10,10,10,10,9,10,1094,63,East
275886,Robert,2010,11/1,11/1/10,6.7,57811,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1018 NK,Netherlands,52.37175722,4.928786798,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,2,25,1,12,125,125,"1,500",within an hour,1,6,100,10,10,10,10,10,10,1018,11,City Center
276068,The One Roomed Guesthouse-BB,2010,11/1,11/1/10,6.7,57841,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012,Netherlands,52.3726137,4.899965145,Bed & Breakfast,Entire home/apt,4,1,1,4,Real Bed,119,2,25,3,348,119,357,"124,236",within a few hours,0.96,174,94,10,9,10,9,9,9,1012,5,City Center
276959,Lisa,2010,11/2,11/2/10,6.7,404740,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36392608,4.876992416,House,Entire home/apt,5,1,3,4,Real Bed,250,1,0,6,2,250,"1,500","3,000",within a few hours,0.91,1,100,10,10,10,10,10,10,1054,30,West
276959,Lisa,2010,11/2,11/2/10,6.7,57978,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.35817557,4.874105554,Apartment,Entire home/apt,3,1,1,3,Real Bed,95,2,30,4,184,95,380,"69,920",within a few hours,0.91,92,93,9,10,10,10,10,9,1054,30,West
278253,Marcel,2010,11/4,11/4/10,6.69,58211,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016 EZ,Netherlands,52.36916479,4.884445345,Apartment,Entire home/apt,4,2,2,2,Real Bed,195,2,45,2,34,195,390,"13,260",within an hour,1,17,95,10,9,10,10,10,10,1016,9,City Center
278253,Marcel,2010,11/4,11/4/10,6.69,1508856,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016 EZ,Netherlands,52.37088512,4.885055601,Apartment,Entire home/apt,4,1,2,3,Real Bed,195,2,45,2,76,195,390,"29,640",within an hour,1,38,98,10,10,10,10,10,10,1016,9,City Center
